week_start,Post-cutoff,Pre-cutoff,log_ratio,pct_diff
2019-01-07,1.0,1.0,0.0,0.0
2019-01-14,4.0,7.0,0.47000362924573547,75.0
2019-01-21,1.0,1.5,0.22314355131420982,50.0
2019-02-04,1.0,2.0,0.4054651081081645,100.0
2019-02-18,1.0,3.5,0.8109302162163289,250.0
2019-02-25,1.0,2.3333333333333335,0.5108256237659908,133.33333333333334
2019-03-04,1.5,15.0,1.856297990365626,900.0
2019-03-25,1.0,1.3333333333333333,0.15415067982725816,33.33333333333333
2019-04-22,1.0,1.0,0.0,0.0
2019-05-13,20.0,5.0,-1.252762968495368,-75.0
2019-05-20,4.0,3.0,-0.2231435513142097,-25.0
2019-08-12,1.0,1.0,0.0,0.0
2019-08-26,1.0,5.5,1.178654996341646,450.0
2019-09-02,4.0,5.0,0.18232155679395468,25.0
2019-09-16,1.0,2.0,0.4054651081081645,100.0
2019-09-30,2.0,1.5,-0.18232155679395468,-25.0
2019-10-07,1.5,1.6666666666666667,0.06453852113757119,11.111111111111116
2019-10-14,4.0,2.0,-0.5108256237659905,-50.0
2019-11-04,2.0,2.6666666666666665,0.2006706954621511,33.33333333333333
2019-11-25,16.0,1.5,-1.916922612182061,-90.625
2019-12-02,5.0,4.0,-0.18232155679395468,-20.0
2019-12-09,1.0,2.0,0.4054651081081645,100.0
2019-12-16,5.0,1.6666666666666667,-0.8109302162163287,-66.66666666666666
2019-12-23,1.0,2.5,0.5596157879354228,150.0
2019-12-30,7.0,5.6,-0.19237189264745602,-20.000000000000004
2020-01-13,2.0,4.142857142857143,0.5389965007326869,107.14285714285717
2020-01-20,2.6666666666666665,11.076923076923077,1.1920134637565105,315.3846153846154
2020-01-27,9.5,7.625,-0.19671029424605413,-19.736842105263158
2020-02-03,7.0,5.0,-0.2876820724517808,-28.57142857142857
2020-02-10,3.0,7.166666666666667,0.7137664677626814,138.8888888888889
2020-02-17,1.3333333333333333,6.875,1.2163953243244934,415.6250000000001
2020-02-24,126.0,7.375,-2.718936008747461,-94.14682539682539
2020-03-02,3.0,6.666666666666667,0.6505875661411495,122.22222222222223
2020-03-09,2.0,3.0,0.2876820724517808,50.0
2020-03-16,1.5,7.5,1.2237754316221157,400.0
2020-03-23,9.0,3.6666666666666665,-0.762140052046897,-59.25925925925927
2020-03-30,1.6666666666666667,7.625,1.1738357099056973,357.5
2020-04-06,3.0,6.333333333333333,0.6061358035703155,111.1111111111111
2020-04-13,3.75,7.25,0.5520685823000395,93.33333333333333
2020-04-20,3.6666666666666665,5.857142857142857,0.3848458209054286,59.74025974025974
2020-04-27,6.333333333333333,4.071428571428571,-0.36880761726414923,-35.714285714285715
2020-05-04,4.333333333333333,5.5,0.19782574332991976,26.923076923076934
2020-05-11,1.75,3.2222222222222223,0.42876067071168644,84.12698412698413
2020-05-18,3.6,3.2857142857142856,-0.07076907088820716,-8.730158730158736
2020-05-25,1.3333333333333333,2.875,0.5072478024181069,115.62500000000003
2020-06-01,5.5,4.888888888888889,-0.09873484068568872,-11.111111111111104
2020-06-08,3.0,8.428571428571429,0.8574502318512216,180.95238095238096
2020-06-15,1.0,3.25,0.7537718023763801,225.0
2020-06-22,4.5,8.666666666666666,0.5639354490799389,92.59259259259258
2020-06-29,10.0,10.875,0.07654007712233435,8.75
2020-07-06,6.5,7.333333333333333,0.10536051565782634,12.820512820512816
2020-07-13,3.0,5.875,0.5415972824327444,95.83333333333334
2020-07-20,2.6666666666666665,9.11111111111111,1.0143519450503697,241.66666666666669
2020-07-27,7.0,16.333333333333332,0.7731898882334818,133.33333333333331
2020-08-03,17.333333333333332,5.285714285714286,-1.0704414117014134,-69.50549450549451
2020-08-10,5.75,10.375,0.5218754599525754,80.43478260869566
2020-08-17,5.0,6.222222222222222,0.18540322333136272,24.444444444444446
2020-08-24,7.0,4.0,-0.47000362924573547,-42.857142857142854
2020-08-31,4.5,2.142857142857143,-0.5596157879354227,-52.38095238095239
2020-09-14,1.0,3.857142857142857,0.8873031950009028,285.7142857142857
2020-09-21,3.0,4.5,0.3184537311185347,50.0
2020-09-28,1.0,8.875,1.5968591302272404,787.5
2020-10-05,1.0,4.333333333333333,0.9808292530117263,333.3333333333333
2020-10-12,2.5,2.6666666666666665,0.04652001563489283,6.666666666666661
2020-10-19,2.6666666666666665,7.5,0.8407831793660099,181.25000000000003
2020-10-26,2.25,4.111111111111111,0.45276182281122934,82.71604938271602
2020-11-02,1.6666666666666667,9.5,1.3705460041517514,469.99999999999994
2020-11-09,9.4,4.333333333333333,-0.6678293725756554,-53.90070921985816
