Tier,Outcome,Excess_Jump,Std_Err,P_value,N,Baseline_Adjusted
Broad,total_downloads_52wk,-1.2021245224110904,1.5211169448875315,0.4293580370712392,88001,False
Broad,post_ai_downloads_alltime,-9.138996432886985,4.424936790973489,0.03889089517241189,88001,False
Broad,post_ai_downloads_alltime,-7.284670550978865,2.2003278479202373,0.0009305609908756441,88001,True
