Label,Outcome,Estimate,Std.Err,P-value,Estimate_Conv,Std.Err_Conv,P-value_Conv,Estimate_BC,Std.Err_BC,P-value_BC,N,BW,Donut,Method,Baseline_Adjusted
BW: 10w,post_ai_downloads_alltime,,,,,,,,,,0,10,Yes,rdrobust ERROR: LinAlgError,No
BW: 13w,post_ai_downloads_alltime,13.102871435452993,4.493667627724835,0.003547182928718701,1.9801640100575604,0.4135144255853612,1.6793099665980196e-06,,,,527361,13,Yes,rdrobust (Robust/Bias-Corrected),No
BW: 18w,post_ai_downloads_alltime,0.23130076519844778,0.8625805171189322,0.7885840390380771,2.057488425041953,0.1625423363156058,1.0082302507407005e-36,,,,527361,18,Yes,rdrobust (Robust/Bias-Corrected),No
BW: 26w,post_ai_downloads_alltime,2.069768723046895,0.28740223154498123,5.949059957270459e-13,1.082387159842149,0.08616198404439084,3.405710008594011e-36,,,,527361,26,Yes,rdrobust (Robust/Bias-Corrected),No
BW: 39w,post_ai_downloads_alltime,1.9087929111529593,0.1323993959511898,4.0495478459635677e-47,-0.904446021817332,0.05166330102743177,1.2770907219359005e-68,,,,527361,39,Yes,rdrobust (Robust/Bias-Corrected),No
BW: 52w,post_ai_downloads_alltime,-2.673252123172553,0.0836862129643578,6.596122374086949e-224,0.0773249387831143,0.042383344586286786,0.06808889558648214,,,,527361,52,Yes,rdrobust (Robust/Bias-Corrected),No
